0.0,200.0
0.3,200.0
0.6,200.0
0.9,200.0
1.2,200.0
1.5,200.0
1.8,200.0
2.1,200.0
2.4,200.0
2.7,200.0
3.0,200.0
3.3,200.0
3.6,200.0
3.9,200.0
4.2,200.0
4.5,200.0
4.8,200.0
5.1,200.0
5.4,200.0
5.7,200.0
6.0,200.0
6.3,200.0
6.6,200.0
6.9,200.0
7.2,200.0
7.5,200.0
7.8,200.0
8.1,200.0
8.4,200.0
8.7,200.0
9.0,200.0
9.3,200.0
9.6,200.0
9.9,200.0
10.2,200.0
10.5,200.0
10.8,200.0
11.1,200.0
11.4,200.0
11.7,200.0
12.0,200.0
12.3,200.0
12.6,200.0
12.9,200.0
13.2,195.0
13.5,185.0
13.8,175.0
14.1,165.0
14.4,155.0
14.7,145.0
15.0,135.0
15.3,125.0
15.6,115.0
15.9,105.0
16.2,105.0
16.5,115.0
16.8,125.0
17.1,135.0
17.4,145.0
17.7,155.0
18.0,165.0
18.3,175.0
18.6,185.0
18.9,195.0
19.2,200.0
19.5,200.0
19.8,200.0
20.1,200.0
20.4,200.0
20.7,200.0
21.0,200.0
21.3,200.0
21.6,200.0
21.9,200.0
22.2,200.0
22.5,200.0
22.8,200.0
23.1,200.0
23.4,200.0
23.7,200.0
24.0,200.0
24.3,200.0
24.6,200.0
24.9,200.0
25.2,200.0
25.5,200.0
25.8,200.0
26.1,200.0
26.4,200.0
26.7,200.0
27.0,200.0
27.3,200.0
27.6,200.0
27.9,200.0
28.2,200.0
28.5,200.0
28.8,200.0
29.1,200.0
29.4,200.0
29.7,200.0
30.0,200.0
30.3,200.0
30.6,200.0
30.9,200.0
31.2,200.0
31.5,200.0
31.8,200.0
32.1,200.0
