Angle Bartlett MVDR MUSIC
-72.34234234234233 -16.98714513450058 -24.708470679928027 -41.614183871248855
-72.16216216216216 -17.033320740492304 -24.708201308367812 -41.61277329680065
-71.98198198198199 -17.08365293879289 -24.708018935681523 -41.61148627546513
-71.8018018018018 -17.138256681789176 -24.707924479194055 -41.61032865382992
-71.62162162162161 -17.197249929829166 -24.70791862700664 -41.60930617066236
-71.44144144144144 -17.26075373728593 -24.70800182760992 -41.6084244344549
-71.26126126126127 -17.328892324407054 -24.708174280084698 -41.60768890035481
-71.08108108108108 -17.401793130475173 -24.708435924969212 -41.60710484654576
-70.9009009009009 -17.47958684277879 -24.70878643587204 -41.606677350155095
-70.72072072072072 -17.56240739463635 -24.709225211909782 -41.606411262766834
-70.54054054054055 -17.650391924181132 -24.709751371047876 -41.606311185626765
-70.36036036036036 -17.74368068373918 -24.710363744421805 -41.606381444632135
-70.18018018018017 -17.84241688734134 -24.711060871714224 -41.60662606520396
-70.0 -17.946746481107898 -24.711840997661206 -41.60704874714531
-69.81981981981983 -18.056817817822193 -24.712702069757903 -41.60765283959398
-69.63963963963964 -18.172781212825438 -24.713641737230503 -41.60844131618244
-69.45945945945945 -18.294788353255296 -24.714657351337213 -41.609416750521724
-69.27927927927928 -18.42299152641569 -24.715745967056392 -41.61058129212939
-69.0990990990991 -18.55754262546246 -24.716904346214747 -41.61193664292433
-68.91891891891892 -18.698591881336746 -24.718128962102615 -41.613484034413204
-68.73873873873873 -18.846286258643122 -24.71941600561704 -41.6152242056945
-68.55855855855856 -19.000767439574457 -24.72076139296653 -41.617157382406695
-68.37837837837839 -19.162169303597828 -24.722160774963754 -41.61928325674669
-68.1981981981982 -19.33061479099148 -24.72360954792495 -41.62160096868355
-68.01801801801801 -19.506212014997935 -24.725102866185967 -41.624109088490435
-67.83783783783784 -19.689049459936403 -24.72663565623662 -41.62680560071485
-67.65765765765767 -19.879190070854 -24.728202632465603 -41.62968788970374
-67.47747747747748 -20.076664004255452 -24.729798314498836 -41.63275272679516
-67.29729729729729 -20.281459769764787 -24.731417046104447 -41.635996259283175
-67.11711711711712 -20.49351345084386 -24.733053015627448 -41.63941400125641
-66.93693693693695 -20.712695652054443 -24.73470027790723 -41.64300082640392
-66.75675675675676 -20.938795786356973 -24.73635277762025 -41.64675096287441
-66.57657657657657 -21.171503297742365 -24.738004373980324 -41.65065799026716
-66.3963963963964 -21.41038542644646 -24.739648866717907 -41.654714838823715
-66.21621621621622 -21.654861187664196 -24.74128002324973 -41.65891379088115
-66.03603603603604 -21.9041713810573 -24.742891606939168 -41.66324648463749
-65.85585585585585 -22.15734471982341 -24.744477406337715 -41.667703920270895
-65.67567567567568 -22.41316061903701 -24.74603126528749 -41.672276468443755
-65.4954954954955 -22.67010987692162 -24.747547113754496 -41.676953881213294
-65.31531531531532 -22.926355482701 -24.749018999252826 -41.68172530536004
-65.13513513513513 -23.179697132003966 -24.75044111871008 -41.68657929813606
-64.95495495495496 -23.42754470673688 -24.75180785061522 -41.69150384542479
-64.77477477477478 -23.66690784378818 -24.753113787281183 -41.69648638229543
-64.5945945945946 -23.894410447331957 -24.754353767046208 -41.70151381592579
-64.41441441441441 -24.106340008700165 -24.755522906229782 -41.70657255085886
-64.23423423423424 -24.298741042752653 -24.756616630651923 -41.71164851655096
-64.05405405405406 -24.46755886499451 -24.75763070651771 -41.716727197161646
-63.873873873873876 -24.608833582665675 -24.758561270462923 -41.72179366352917
-63.693693693693696 -24.718934607135328 -24.759404858551513 -41.72683260726936
-63.513513513513516 -24.79481463353347 -24.760158434011032 -41.73182837693091
-63.333333333333336 -24.834251860086383 -24.760819413488914 -41.73676501613527
-63.153153153153156 -24.836044142291044 -24.761385691609945 -41.74162630362625
-62.972972972972975 -24.80012205351788 -24.761855663613915 -41.74639579515157
-62.792792792792795 -24.727560168488516 -24.762228245852608 -41.75105686709631
-62.612612612612615 -24.62048445987001 -24.762502893926364 -41.755592761787376
-62.432432432432435 -24.481892928397507 -24.76267961824334 -41.759986634387175
-62.252252252252255 -24.31542060190305 -24.76275899678904 -41.764221601295056
-62.072072072072075 -24.125085285886815 -24.762742184899544 -41.76828078997535
-61.891891891891895 -23.915046923014263 -24.762630921840056 -41.77214739013233
-61.711711711711715 -23.689403989373474 -24.762427534000203 -41.77580470615361
-61.531531531531535 -23.452038948829298 -24.762134934529442 -41.77923621074551
-61.351351351351354 -23.206514669410012 -24.76175661925027 -41.78242559968574
-61.171171171171174 -22.95601663293173 -24.761296658703415 -41.78535684762083
-60.990990990990994 -22.703332038741898 -24.7607596861981 -41.788014264837734
-60.81081081081081 -22.45085589268747 -24.760150881761945 -41.790382554940415
-60.630630630630634 -22.20061492884025 -24.759475951909018 -41.792446873364135
-60.45045045045045 -21.954301847552667 -24.758741105170973 -41.794192886660355
-60.270270270270274 -21.713314227122652 -24.757953023365538 -41.79560683248549
-60.09009009009009 -21.478794199451553 -24.75711882860786 -41.79667558022608
-59.90990990990991 -21.25166640134355 -24.756246046104575 -41.79738669219091
-59.729729729729726 -21.032672784317825 -24.75534256280648 -41.79772848529752
-59.54954954954955 -20.822403619443982 -24.754416582034374 -41.79769009317634
-59.369369369369366 -20.621324530479995 -24.75347657423278 -41.79726152860927
-59.18918918918919 -20.429799693025625 -24.752531224048138 -41.796433746211825
-59.009009009009006 -20.24811150621687 -24.75158937397139 -41.79519870525823
-58.82882882882883 -20.076477121616925 -24.750659964828664 -41.79354943253669
-58.648648648648646 -19.915062234668408 -24.7497519734481 -41.79148008510795
-58.46846846846847 -19.763992530719683 -24.748874347875276 -41.7889860128234
-58.288288288288285 -19.623363145917256 -24.748035940552825 -41.78606382043966
-58.10810810810811 -19.493246463263855 -24.747245439922256 -41.78271142914436
-57.92792792792793 -19.373698522060213 -24.746511300945954 -41.77892813728289
-57.74774774774775 -19.264764278334972 -24.745841675084748 -41.77471468004772
-57.56756756756757 -19.166481916566752 -24.745244340300733 -41.77007328786114
-57.38738738738739 -19.078886379792543 -24.7447266316847 -41.76500774314781
-57.20720720720721 -19.00201225620924 -24.74429537333295 -41.75952343515696
-57.02702702702703 -18.93589613537745 -24.743956812118025 -41.753627412453504
-56.84684684684685 -18.880578525708238 -24.74371655401133 -41.74732843265518
-56.66666666666667 -18.836105406547333 -24.743579503622996 -41.74063700894712
-56.48648648648649 -18.802529472335713 -24.74354980762376 -41.733565452857995
-56.30630630630631 -18.779911112499278 -24.74363080270631 -41.72612791273286
-56.12612612612613 -18.76831915839379 -24.743824968727655 -41.718340407286775
-55.94594594594595 -18.767831417320096 -24.7441338876505 -41.71022085357302
-55.76576576576577 -18.77853500284543 -24.74455820886968 -41.70178908864824
-55.58558558558559 -18.800526459939245 -24.745097621469792 -41.69306688416759
-55.4054054054054 -18.833911672250146 -24.745750833912062 -41.68407795309548
-55.22522522522522 -18.87880552666331 -24.74651556159324 -41.67484794767367
-55.04504504504504 -18.935331296471414 -24.747388522656316 -41.6654044477493
-54.86486486486486 -19.003619688351556 -24.748365442363806 -41.65577693853362
-54.68468468468468 -19.083807479019605 -24.74944106626915 -41.64599677683722
-54.5045045045045 -19.176035643934483 -24.750609182341496 -41.63609714481437
-54.32432432432432 -19.280446851531895 -24.75186265211489 -41.626112990246575
-54.14414414414414 -19.397182160750923 -24.753193450845053 -41.61608095240809
-53.96396396396396 -19.52637671538656 -24.754592716567284 -41.60603927258475
-53.78378378378378 -19.6681541741224 -24.75605080785791 -41.59602768836458
-53.6036036036036 -19.82261954786498 -24.7575573700105 -41.586087310886406
-53.42342342342342 -19.989850034098136 -24.759101409247876 -41.576260484322766
-53.24324324324324 -20.169883339635444 -24.760671374502717 -41.56659062698783
-53.06306306306306 -20.36270286763436 -24.762255246213698 -41.557122053601006
-52.88288288288288 -20.568219013518775 -24.763840631502866 -41.54789977840317
-52.7027027027027 -20.786245673233985 -24.76541486502235 -41.53896929901619
-52.52252252252252 -21.01647092921425 -24.76696511468685 -41.530376361156456
-52.34234234234234 -21.258420770314757 -24.768478491442316 -41.5221667045597
-52.16216216216216 -21.51141466755311 -24.769942162161644 -41.5143857907443
-51.98198198198198 -21.77451194409654 -24.77134346470582 -41.50707851353272
-51.8018018018018 -22.046448265231007 -24.772670024143363 -41.50028889356031
-51.62162162162162 -22.32556240836456 -24.773909869083553 -41.494059758323935
-51.44144144144144 -22.60971499394579 -24.775051547048747 -41.488432409653804
-51.26126126126126 -22.896203353525276 -24.776084237789433 -41.48344628082404
-51.08108108108108 -23.181680454976863 -24.776997863431976 -41.479138585843074
-50.9009009009009 -23.462090907069975 -24.777783194343503 -41.47554396377678
-50.72072072072072 -23.73264319458425 -24.77843194960186 -41.47269412124551
-50.54054054054054 -23.98784327166596 -24.778936890969845 -41.47061747649319
-50.36036036036036 -24.221618024797294 -24.77929190929406 -41.46933880864269
-50.18018018018018 -24.427554137270036 -24.77949210227779 -41.4688789159186
-50.0 -24.599264316935987 -24.779533842616797 -41.469254286729075
-49.81981981981982 -24.730866350215376 -24.779414835535015 -41.470476787544484
-49.63963963963964 -24.817524044283346 -24.779134164816014 -41.47255337148887
-49.45945945945946 -24.855963690307977 -24.778692326494728 -41.47548581146484
-49.27927927927928 -24.84486196627794 -24.778091249453695 -41.47927046146432
-49.0990990990991 -24.785015566704203 -24.777334302258723 -41.48389804947446
-48.91891891891892 -24.679250554926035 -24.77642628567102 -41.48935350507605
-48.73873873873874 -24.532094129867797 -24.775373410386763 -41.495615824452415
-48.55855855855856 -24.34928691956017 -24.77418325968083 -41.50265797509188
-48.37837837837838 -24.137239272780256 -24.772864736768987 -41.51044684198138
-48.1981981981982 -23.902526091477235 -24.77142799685225 -41.51894321656849
-48.01801801801802 -23.651482895818887 -24.769884363967485 -41.528101829223026
-47.83783783783784 -23.389928182780867 -24.768246232939653 -41.53787142537364
-47.65765765765766 -23.123006918841043 -24.766526956911346 -41.54819488494293
-47.47747747747748 -22.855132518310143 -24.764740721113803 -41.55900938417002
-47.2972972972973 -22.589998834036518 -24.762902403738522 -41.57024659840687
-47.11711711711712 -22.33063555930833 -24.76102742496669 -41.58183294401607
-46.93693693693694 -22.079485942331086 -24.75913158541408 -41.59368985709409
-46.75675675675676 -21.83849197369945 -24.75723089544659 -41.60573410640463
-46.57657657657658 -21.60917769177038 -24.75534139701479 -41.617878137639096
-46.3963963963964 -21.392725415251817 -24.75347897983926 -41.63003044592944
-46.21621621621622 -21.19004256655138 -24.75165919394953 -41.642095973425995
-46.03603603603604 -21.001818537986527 -24.749897060732454 -41.65397652871904
-45.85585585585586 -20.828572069314973 -24.748206884778227 -41.66557122492631
-45.67567567567568 -20.670690106724354 -24.74660206891803 -41.676776933384836
-45.4954954954955 -20.528459296033716 -24.745094934924122 -41.687488750069576
-45.31531531531532 -20.40209126215443 -24.743696552386126 -41.69760047210545
-45.13513513513514 -20.291742730875985 -24.742416578284008 -41.70700508203645
-44.95495495495496 -20.19753141151023 -24.741263109745656 -41.715595237855396
-44.77477477477478 -20.11954841056116 -24.740242552403767 -41.723263767172874
-44.5945945945946 -20.057867803414954 -24.739359506651365 -41.729904164303484
-44.414414414414416 -20.012553860185584 -24.738616673938427 -41.73541108946235
-44.234234234234236 -19.983666305192664 -24.738014785054222 -41.73968086968738
-44.054054054054056 -19.971263886102733 -24.737552552103065 -41.74261200152177
-43.873873873873876 -19.975406435998405 -24.73722664560892 -41.7441056559013
-43.693693693693696 -19.996155526249268 -24.737031697879537 -41.744066186082165
-43.513513513513516 -20.03357372635798 -24.736960333429167 -41.74240163981093
-43.333333333333336 -20.08772240503424 -24.7370032269055 -41.739024277271184
-43.153153153153156 -20.15865792054379 -24.737149188596952 -41.733851096634766
-42.972972972972975 -20.2464259536886 -24.737385277218074 -41.72680436929038
-42.792792792792795 -20.351053629332387 -24.737696939288625 -41.71781218701327
-42.612612612612615 -20.472538948084313 -24.738068174044017 -41.7068090234647
-42.432432432432435 -20.61083690512566 -24.738481722445872 -41.69373631246251
-42.252252252252255 -20.765841506386963 -24.738919278508284 -41.67854304543012
-42.072072072072075 -20.937362705005526 -24.73936172082267 -41.661186390299335
-41.891891891891895 -21.12509708152618 -24.739789361856598 -41.64163233389657
-41.711711711711715 -21.32859089991748 -24.74018221232312 -41.61985634946409
-41.531531531531535 -21.5471940287375 -24.740520257670255 -41.59584409043926
-41.351351351351354 -21.78000319611028 -24.74078374352704 -41.56959211091
-41.171171171171174 -22.025793272134283 -24.740953466764584 -41.54110861226083
-40.990990990990994 -22.28293593784855 -24.741011068688252 -41.510414214390934
-40.810810810810814 -22.549306491870365 -24.74093932677078 -41.47754274849697
-40.630630630630634 -22.82218204506571 -24.740722441265163 -41.44254206673615
-40.450450450450454 -23.09813839299008 -24.74034631299983 -41.405474862094415
-40.270270270270274 -23.37295877771615 -24.739798808656623 -41.36641948945296
-40.090090090090094 -23.64157549263922 -24.73907000986322 -41.3254707761576
-39.90990990990991 -23.898073840457048 -24.73815244249542 -41.282740807341234
-39.72972972972973 -24.135794688083415 -24.737041282681638 -41.23835966784047
-39.54954954954955 -24.347572044478948 -24.735734536131147 -41.19247611881258
-39.36936936936937 -24.526129510023114 -24.734233187571427 -41.14525818316096
-39.18918918918919 -24.664629156679304 -24.732541317278244 -41.09689360971261
-39.00900900900901 -24.757319740711168 -24.730666181917712 -41.04759018190521
-38.82882882882883 -24.800180672139255 -24.72861825719488 -40.997575832731414
-38.64864864864865 -24.79142697078963 -24.7264112401199 -40.947098524111844
-38.46846846846847 -24.731751536413775 -24.724062009064784 -40.8964258460497
-38.28828828828829 -24.624240464337678 -24.7215905401923 -40.845844289243004
-38.10810810810811 -24.47398426027492 -24.719019779296552 -40.79565814473658
-37.92792792792793 -24.287484892792577 -24.716375468603093 -40.74618798616385
-37.74774774774775 -24.07199425905042 -24.713685928635112 -40.69776869464487
-37.56756756756757 -23.834906956507655 -24.71098179586004 -40.65074699393081
-37.38738738738739 -23.583285974185635 -24.708295717483892 -40.605478474283416
-37.20720720720721 -23.323549041873726 -24.705662005453604 -40.56232409807382
-37.02702702702703 -23.061304283266644 -24.703116252452002 -40.52164619817083
-36.84684684684685 -22.80130292682847 -24.700694913415067 -40.48380400156796
-36.66666666666667 -22.547471549426792 -24.698434856853147 -40.44914873471566
-36.48648648648649 -22.302990566845967 -24.69637289100042 -40.41801839263481
-36.30630630630631 -22.070393802794094 -24.694545270531375 -40.39073227965683
-36.12612612612613 -21.851672317680297 -24.692987190249145 -40.36758545379304
-35.94594594594595 -21.64837254059906 -24.69173227274542 -40.34884322728659
-35.76576576576577 -21.461683678823462 -24.690812057533577 -40.33473589079078
-35.58558558558559 -21.292512575155712 -24.690255499543056 -40.32545383595159
-35.40540540540541 -21.141546059650782 -24.690088485112774 -40.32114324944823
-35.22522522522523 -21.00930181443652 -24.690333373717163 -40.321902539884384
-35.04504504504505 -20.89616917197276 -24.691008573584586 -40.32777963725384
-34.86486486486487 -20.802441335036836 -24.692128159115214 -40.33877027385885
-34.68468468468469 -20.72834039593742 -24.693701537569233 -40.3548173172679
-34.50450450450451 -20.674036337412034 -24.695733171877986 -40.375811182654864
-34.32432432432433 -20.639660971808283 -24.698222365638962 -40.40159130668407
-34.14414414414415 -20.625317545706316 -24.701163115404917 -40.43194862122553
-33.96396396396397 -20.631086515303988 -24.704544034288865 -40.466628925690486
-33.78378378378379 -20.657027785430444 -24.708348349706732 -40.50533702429237
-33.60360360360361 -20.703179498421775 -24.712553976799107 -40.547741470959
-33.42342342342343 -20.769553251892134 -24.7171336677469 -40.593479750966836
-33.24324324324325 -20.85612540905948 -24.72205523585865 -40.642163724742844
-33.06306306306307 -20.962823934230066 -24.727281851995812 -40.693385164956226
-32.88288288288289 -21.089509933494462 -24.732772409650874 -40.74672123160685
-32.70270270270271 -21.235952805004317 -24.73848195383311 -40.80173974947571
-32.52252252252253 -21.40179761115712 -24.744362167875245 -40.858004175993756
-32.34234234234235 -21.586522998992677 -24.750361911372856 -40.91507817328984
-32.16216216216216 -21.789387764755837 -24.756427801722598 -40.97252972406891
-31.98198198198198 -22.00936407893589 -24.762504831144593 -41.02993475554272
-31.8018018018018 -22.245055625413556 -24.768537010660975 -41.0868802577626
-31.62162162162162 -22.494599732960154 -24.774468032253427 -41.142966901657445
-31.44144144144144 -22.755554395817118 -24.780241940329336 -41.19781117749496
-31.26126126126126 -23.024774444580373 -24.785803803674717 -41.25104708630376
-31.08108108108108 -23.29828667348568 -24.791100379247197 -41.30232742519914
-30.9009009009009 -23.571181947028013 -24.79608075944444 -41.35132471289267
-30.72072072072072 -23.837553038435196 -24.80069699485331 -41.39773180438054
-30.54054054054054 -24.09051851178384 -24.804904684923596 -41.441262244381846
-30.36036036036036 -24.32238106098305 -24.80866352949887 -41.481650408020826
-30.18018018018018 -24.524965915996283 -24.81193783466081 -41.51865147496292
-30.0 -24.690162107214526 -24.81469696688842 -41.55204128012136
-29.81981981981982 -24.81064096185775 -24.816915750091376 -41.5816160804786
-29.63963963963964 -24.880658526898802 -24.818574800640935 -41.60719227378388
-29.45945945945946 -24.896785880729304 -24.81966079609068 -41.62860610109436
-29.27927927927928 -24.858389564900627 -24.820166673854853 -41.64571336146939
-29.0990990990991 -24.767729697022855 -24.82009175669848 -41.658389163697905
-28.91891891891892 -24.62964736957577 -24.819441802499696 -41.66652773678721
-28.73873873873874 -24.450930342883552 -24.81822897637921 -41.670042318082864
-28.55855855855856 -24.23952243863324 -24.81647174396727 -41.66886513530537
-28.37837837837838 -24.00375007927396 -24.81419468530451 -41.66294749644063
-28.1981981981982 -23.75169132438534 -24.811428229661686 -41.65225999924358
-28.01801801801802 -23.490743315810253 -24.808208312421737 -41.636792870027406
-27.83783783783784 -23.22738479135127 -24.804575956102575 -41.61655643931678
-27.65765765765766 -22.967095717409176 -24.80057677861059 -41.59158175972805
-27.47747747747748 -22.71438501737056 -24.796260432900503 -41.56192136897352
-27.2972972972973 -22.472881472946685 -24.791679983365785 -41.52765019802544
-27.117117117117118 -22.245453542374936 -24.786891225480083 -41.48886662105945
-26.936936936936938 -22.034335295831305 -24.781951956429804 -41.44569363965478
-26.756756756756758 -21.841245142203903 -24.776921205691586 -41.398280188678655
-26.576576576576578 -21.667490770263313 -24.771858435679203 -41.34680254514186
-26.396396396396398 -21.514058022951108 -24.76682272367123 -41.29146581390606
-26.216216216216218 -21.381683875174208 -24.761871937187607 -41.23250545530021
-26.036036036036037 -21.270914897949122 -24.757061915763927 -41.17018880935878
-25.855855855855864 -21.18215304012455 -24.75244567262941 -41.10481655950032
-25.675675675675677 -21.115690572346093 -24.748072630085403 -41.03672406511269
-25.495495495495504 -21.071735825064458 -24.74398790236888 -40.96628247795131
-25.315315315315317 -21.050431035463987 -24.74023163944058 -40.89389954196787
-25.135135135135144 -21.051863262495623 -24.736838444444107 -40.82001996092113
-24.954954954954957 -21.076068964765746 -24.73383687653548 -40.745125203970424
-24.774774774774784 -21.123032472284017 -24.73124904939374 -40.669732607886935
-24.594594594594597 -21.192678218473226 -24.729090334017553 -40.594393627396315
-24.414414414414424 -21.284856227490714 -24.72736917243074 -40.51969108470551
-24.234234234234236 -21.399319968994575 -24.72608700671489 -40.446235277925034
-24.054054054054063 -21.53569530028815 -24.725238325423998 -40.37465882838215
-23.873873873873876 -21.693438832133758 -24.724810826987103 -40.30561018096865
-23.693693693693703 -21.871783725960565 -24.724785697246347 -40.2397457212448
-23.513513513513516 -22.069670752206477 -24.725137995886854 -40.17772053841428
-23.333333333333343 -22.285662586400072 -24.725837144264858 -40.12017794319877
-23.153153153153156 -22.51784008361375 -24.72684750509753 -40.06773794064352
-22.972972972972983 -22.76368110529626 -24.728129042697404 -40.02098495417851
-22.792792792792795 -23.019926008113426 -24.729638050960354 -39.98045519075651
-22.612612612612622 -23.282439899943004 -24.73132793517667 -39.946624117759825
-22.432432432432435 -23.54609086787518 -24.733150032945467 -39.919894580047654
-22.252252252252262 -23.80467554506538 -24.73505445903353 -39.900586110164376
-22.072072072072075 -24.050936849183913 -24.7369909589187 -39.88892596888978
-21.891891891891902 -24.276728679081295 -24.738909755972447 -39.88504239351813
-21.711711711711715 -24.47338012131207 -24.740762377734846 -39.88896042916823
-21.53153153153154 -24.63228636572831 -24.742502447480952 -39.900600581220246
-21.351351351351354 -24.745698067189174 -24.74408642823179 -39.919780366717575
-21.17117117117118 -24.807602575308735 -24.745474307484756 -39.946218674694144
-20.990990990990994 -24.814518266044633 -24.746630212190365 -39.97954268645124
-20.810810810810807 -24.766000329893956 -24.747522944850484 -40.019296972051464
-20.630630630630634 -24.664712931893998 -24.748126433028087 -40.06495428044658
-20.450450450450447 -24.516046108226448 -24.748420086017525 -40.11592748444974
-20.270270270270274 -24.32738974585692 -24.748389053909108 -40.17158212943295
