0.0,200.0
0.5,199.967
1.0,199.867
1.5,199.7
2.0,199.467
2.5,199.169
3.0,198.804
3.5,198.375
4.0,197.881
4.5,197.323
5.0,196.702
5.5,196.019
6.0,195.274
6.5,194.469
7.0,193.604
7.5,192.682
8.0,191.702
8.5,190.667
9.0,189.578
9.5,188.436
10.0,187.242
10.5,185.999
11.0,184.708
11.5,183.371
12.0,181.989
12.5,180.564
13.0,179.099
13.5,177.595
14.0,176.054
14.5,174.478
15.0,172.87
15.5,171.231
16.0,169.564
16.5,167.87
17.0,166.153
17.5,164.415
18.0,162.657
18.5,160.882
19.0,159.093
19.5,157.291
20.0,155.48
20.5,153.662
21.0,151.838
21.5,150.012
22.0,148.187
22.5,146.363
23.0,144.545
23.5,142.733
24.0,140.932
24.5,139.142
25.0,137.367
25.5,135.609
26.0,133.87
26.5,132.153
27.0,130.459
27.5,128.791
28.0,127.152
28.5,125.543
29.0,123.967
29.5,122.426
30.0,120.921
30.5,119.455
31.0,118.03
31.5,116.648
32.0,115.31
32.5,114.018
