0.0,4868.847
1.0,4787.287
2.0,4601.785
3.0,4545.015
4.0,4451.893
5.0,4475.123
6.0,4603.633
7.0,4542.073
8.0,4628.688
9.0,4688.345
10.0,4707.127
11.0,4677.802
12.0,4602.93
13.0,4700.252
14.0,4785.592
15.0,4877.294
16.0,5059.668
17.0,5053.617
18.0,5044.528
19.0,5003.671
20.0,4888.926
21.0,4953.412
22.0,5032.637
23.0,4966.977
24.0,4925.93
25.0,4957.416
26.0,4935.13
27.0,4946.53
28.0,4780.877
29.0,4611.601
30.0,4428.077
31.0,4305.094
32.0,4206.278
33.0,4122.401
34.0,4012.831
35.0,4000.15
36.0,3896.449
37.0,3812.74
38.0,3789.916
39.0,3851.84
40.0,3950.82
41.0,4077.872
42.0,4152.159
43.0,4190.901
44.0,4269.37
45.0,4340.227
46.0,4466.492
47.0,4513.355
48.0,4379.207
49.0,4238.93
50.0,4131.942
